ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,ProfManip,LeverManip,control,altTime_1,altTime_2,altTime_3,altTime_4,outcomeChange,Agent_cause_8,Object_cause_8,control1_1,control1_2,control1_3,control2_1,control2_2,control2_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BL-Manipulation,DO-BL-CausationQuestions,DO-Q-Conform,LocationLatitude,LocationLongitude,LocationAccuracy
R_1kUg4fbVGUjtNzZ,Default Response Set,Anonymous,,,70.178.103.25,0,1/20/2017 11:38,1/20/2017 11:42,1,1,1,1,1,44.076,44.076,44.388,1,,,A new professor was told that the white lever for the vending machine often malfunctions when students try to use it. Two students tried to use the black lever and the red lever and they both worked as intended.,8.91,76.646,77.025,4,,,,1,1,,,,1,2,27,1,,,,,,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,36.16900635,-94.45639801,-1
R_3kjGA1YZ411FUuJ,Default Response Set,Anonymous,,,73.94.117.138,0,1/20/2017 11:39,1/20/2017 11:43,1,1,1,1,1,0,0,63.198,0,"If Professor Smith did not take a pencil, there would have been one for the student.  He could have supplied his own pencil.",,,21.521,21.521,61.691,1,18,0,0,1,1,,1,1,,2,34,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,44.97999573,-93.26380157,-1
R_SVplAGbQGfK3kvn,Default Response Set,Anonymous,,,67.186.157.64,0,1/20/2017 11:40,1/20/2017 11:43,1,1,1,1,1,13.989,31.731,61.235,7,,"The student would have gotten the pencil they needed, and the professor would've gotten one less than they needed. The student would not have run into the same problems they faced without the pencil.",,1.592,34.818,53.041,7,18,5,0,1,1,,1,,,2,18,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,41.90719604,-72.47280121,-1
R_3F3PfdsdcM1VJeJ,Default Response Set,Anonymous,,,98.20.135.44,0,1/20/2017 11:37,1/20/2017 11:43,1,1,1,1,1,0,0,124.288,0,,"If the red lever was broke, the person would have just pulled 1 of the 2 other levers and a 50% chance that they would have gotten a useable pencil.",,20.312,90.062,91.044,3,17,50,1,1,1,,1,1,,1,59,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,35.34190369,-92.00869751,-1
R_3fqqNEUAZFTQVWB,Default Response Set,Anonymous,,,50.84.60.170,0,1/20/2017 11:40,1/20/2017 11:43,1,1,1,1,1,0,0,45.791,0,,"Then an eraser would have been produced, or nothing at all.",,2.452,3.548,12.466,2,16,0,100,1,1,,1,1,,1,30,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,32.87559509,-96.64820099,-1
R_BsNqa3dic1Lv5GV,Default Response Set,Anonymous,,,66.188.55.188,0,1/20/2017 11:38,1/20/2017 11:43,1,1,1,1,1,10.497,100.498,103.04,7,,,"A philosophy department has a vending machine that dispenses pencils and erasers.  It has a red, black, and white lever.  Pulling the red or black dispenses pencils, and pulling the white lever dispenses erasers.  The white lever often malfunctions and dispenses a pencil with the eraser, but it breaks the pencil.  A professor and his administrative assistant both went to get a pencil, and they were the last two pencils in the machine.  Later a student needed a pencil for an exam but there were none left.",2.958,7.326,152.699,2,,20,0,1,1,,1,1,,1,31,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,42.45809937,-83.94680023,-1
R_1jCU72SLhedigST,Default Response Set,Anonymous,,,98.91.2.111,0,1/20/2017 11:39,1/20/2017 11:44,1,1,1,1,1,0,0,59.214,0,,The red lever could become jammed and not functioned properly.,,20.369,49.218,63.309,3,17,11,12,1,1,,1,1,,1,40,2,,,,1,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,32.98779297,-80.00569916,-1
R_3WZtP1xl0CrY3jr,Default Response Set,Anonymous,,,139.55.47.53,0,1/20/2017 11:39,1/20/2017 11:44,1,1,1,1,1,0,0,79.477,0,,"If the red lever had malfunctioned, a pencil wouldn't have came out for the teacher. Likely, the lever would have malfunctioned for the student as well. Therefore, the student still wouldn't have gotten a pencil. If the lever had worked for the student, the student would have gotten a pencil instead of the teacher. ",,1.696,1.696,89.407,1,16,50,0,1,1,,1,1,,2,25,1,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,37.04800415,-83.84850311,-1
R_2sXtRt4nsNWfUSl,Default Response Set,Anonymous,,,174.59.66.107,0,1/20/2017 11:39,1/20/2017 11:44,1,1,1,1,1,0,0,100.852,0,Professor Smith took the last pencil.  There would have been a pencil for the student.,,,18.757,18.757,72.648,1,16,0,0,1,1,,1,,,2,65,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,40.5500946,-76.39700317,-1
R_3GCmmBWSxrNKmT4,Default Response Set,Anonymous,,,173.216.2.25,0,1/20/2017 11:40,1/20/2017 11:44,1,1,1,1,1,0,0,58.982,0,,,"There is a vending machine in the office that dispenses either pencils (red or black lever) or erasers (white). But, the machine does malfunction when the white lever is pulled- a broken pencil and eraser is dispensed.  The staff can use the machine for their students when needed pencils for exams. The machine was out of pencils and there was a student needing this for his exam.",3.124,135.974,138.209,6,,18,9,1,1,,1,1,,2,43,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,34.94610596,-92.08580017,-1
R_vCdEDcgWHXPq4XT,Default Response Set,Anonymous,,,108.77.157.149,0,1/20/2017 11:40,1/20/2017 11:44,1,1,1,1,1,0,0,86.883,0,,,"Everyone was free to take pencils even teachers. So, eventually it ran out when a student actually really needed the pencil to take a test.",1.239,83.797,86.704,4,,5,5,1,,1,1,1,,2,32,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,33.55830383,-85.00080109,-1
R_21zHcRnSdJ6VpHo,Default Response Set,Anonymous,,,198.160.134.100,0,1/20/2017 11:39,1/20/2017 11:44,1,1,1,1,1,0,0,73.453,0,,,A university purchase an office supply vending machine to keep track o supplies. the machine is currently malfunctioning.,8.054,8.054,53.163,1,,0,0,,1,1,1,,,1,38,1,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,25.66149902,-80.41200256,-1
R_2aeHyXInlqpXLex,Default Response Set,Anonymous,,,68.195.18.173,0,1/20/2017 11:42,1/20/2017 11:44,1,1,1,1,1,0,0,53.351,0,He would have hit the white button.  The pencil would have broken and he wouldn't have taken it.,,,10.502,10.502,43.211,1,17,2,1,1,1,,1,1,,2,61,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,40.99029541,-73.8647995,-1
R_29cE23O5CsGnvlj,Default Response Set,Anonymous,,,73.177.242.89,0,1/20/2017 11:41,1/20/2017 11:45,1,1,1,1,1,0,0,117.174,0,"Had he not taken the extra pencil, his student would have had a pencil, which they needed. ",,,1.799,1.799,20.86,1,18,8,0,1,1,,1,,,2,20,2,,,,1,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,38.08880615,-78.55919647,-1
R_1myGISUMSE5jcRq,Default Response Set,Anonymous,,,73.213.96.147,0,1/20/2017 11:41,1/20/2017 11:45,1,1,1,1,1,0,0,84.539,0,,,"A professor and administrator needed a pencil, went to the vending machine and each pulled a lever and got one. Another person came and desperately needed a pencil but none were left. ",1.473,1.473,46.295,1,,0,0,1,1,,1,1,,2,51,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,39.36700439,-76.67189789,-1
R_8qsIrDlrqANZAl3,Default Response Set,Anonymous,,,66.41.137.213,0,1/20/2017 11:37,1/20/2017 11:45,1,1,1,1,1,0,0,75.024,0,Professor Smith could have chosen to select the white level which would have given a broken pencil and an eraser.  If one sharpens one end of each of the broken pencils and the one without the eraser that came attached to the pencil gets the eraser dispensed with the pull of the white lever than each pull of the white lever actually produces two pencil and eraser combinations.  Then the student could have had a pencil when it was needed.,,,1.623,11.296,208.783,3,19,0,0,1,1,,1,1,,1,31,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,45.12339783,-93.49469757,-1
R_3Du2U9ouJuLUs0D,Default Response Set,Anonymous,,,173.220.29.154,0,1/20/2017 11:43,1/20/2017 11:45,1,1,1,1,1,0,0,15.196,0,"If the professor would not have gotten a pencil and the level malfunctioned, the student would have potentially got a pencil.  This would have solved the problem.",,,0.766,0.766,29.677,1,17,24,26,1,1,,1,1,,1,33,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,40.66430664,-73.91500092,-1
R_a62a2j8tAixAuvD,Default Response Set,Anonymous,,,24.148.94.178,0,1/20/2017 11:42,1/20/2017 11:45,1,1,1,1,1,0,0,45.992,0,,,There was a defective lever on a machine that distributed the pencils. It would break them in half and not everybody knew about. The last two pencils were used up by two professors and a student who needed it urgently could not get one.,1.537,79.655,82.725,4,,70,20,1,,,1,,,1,26,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,42.00759888,-87.69560242,-1
R_2QR1K5I3fTJz1RQ,Default Response Set,Anonymous,,,173.23.231.53,0,1/20/2017 11:41,1/20/2017 11:45,1,1,1,1,1,0,0,71.899,0,Professor Smith could have planned ahead and brought his own pencils to work that day so that he wasn't taking from the supply at the school. Professor Smith could have also borrowed a pencil from a coworker. Another possibility would be that the professor just didn't need a pencil that day.,,,2.008,99.093,118.353,3,18,6,7,1,1,,1,1,,2,31,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,42.42660522,-92.35800171,-1
R_22tg0B7hylPsj7l,Default Response Set,Anonymous,,,75.111.214.236,0,1/20/2017 11:41,1/20/2017 11:45,1,1,1,1,1,0,0,49.928,0,"Professor Smith could have decided not to pull any of levers, thus leaving one pencil in the vending machine for the student. Had he pulled the white one, the machine would most likely have vended a broken pencil and an eraser, thus rendering the pencil useless. If Professor Smith had not taken a pencil, the student who needed one would have gotten one. The student would not have to panic to find another pencil vending machine or borrow a pencil.",,,9.525,9.525,127.995,1,18,49,9,1,1,,1,,,1,28,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,33.5460968,-101.8951035,-1
R_2yqG9pdyfzfGqPO,Default Response Set,Anonymous,,,199.116.153.82,0,1/20/2017 11:37,1/20/2017 11:46,1,1,1,1,1,0,0,102.715,0,,"Both levers were pulled at the same time, the red one and the black one. Since two levers were pulled at the same time one of the levers should not have produced a pencil. So if the red lever was pulled a fraction of a second from the black lever it should have not produced a pencil at all.",,1.57,57.188,217.512,2,17,52,51,1,1,,1,1,,2,54,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,37.33540344,-82.95659637,-1
R_2Y5h7tMGfgIzc4a,Default Response Set,Anonymous,,,64.251.50.211,0,1/20/2017 11:41,1/20/2017 11:46,1,1,1,1,1,0,0,46.469,0,,The red lever might not produce a pencil if its assigned slot was out of pencils.,,11.131,11.131,41.817,1,16,60,0,1,1,,1,1,,1,32,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,41.50590515,-72.90809631,-1
R_3CN9kmJjy2UcFQz,Default Response Set,Anonymous,,,98.101.111.14,0,1/20/2017 11:43,1/20/2017 11:46,1,1,1,1,1,0,0,56.519,0,,It would not have functioned if there were not any pencils available. It would have caused more people to not have any available when they were needed.,,14.676,19.837,46.695,4,16,0,0,1,1,,1,1,,2,30,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,36.16459656,-80.37840271,-1
R_3lJr9SMdnXxQrH0,Default Response Set,Anonymous,,,104.196.33.185,0,1/20/2017 11:38,1/20/2017 11:46,1,1,1,1,1,4.386,122.116,145.909,3,if professor would not have taken the pencil means that girl would take the pencil. she have the pencil. ,,,2.624,2.624,190.91,1,17,81,82,1,1,,1,1,,2,23,1,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,37.38600159,-122.0838013,-1
R_eaGyQsVQGQtqzEl,Default Response Set,Anonymous,,,108.221.158.125,0,1/20/2017 11:40,1/20/2017 11:46,1,1,1,1,1,0,0,88.625,0,,"Then the person would have pulled the lever again. Had that lever not worked, I think the person would have started pulling all the levers. ",,1.568,1.568,56.815,1,17,0,50,1,1,,1,,,2,38,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,35.08439636,-89.81040192,-1
R_2QY9ThfxAc37Nku,Default Response Set,Anonymous,,,72.81.186.128,0,1/20/2017 11:42,1/20/2017 11:47,1,1,1,1,1,14.174,38.974,40.098,8,"If Professor Smith wouldn't have taken a pencil from the vending machine, maybe the Administrative Assistant's pencil would have broken when it was coming out of the machine and he would have had to get another one. Maybe the Administrative Assistant's pencil wouldn't have gotten broken and then the girl student would have gotten a pencil. Maybe Professor Smith could have brought his own materials so he wouldn't be taking something that a student might need.",,,2.371,28.843,103.298,3,18,20,,1,1,,1,1,,2,21,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,39.30749512,-76.63780212,-1
R_2DV7dwXvWfyU3f0,Default Response Set,Anonymous,,,71.168.68.58,0,1/20/2017 11:45,1/20/2017 11:47,1,1,1,1,1,0,0,48.729,0,,"If the red lever had not produced a pencil, then the teacher probably would have tried another lever. Maybe the black or white lever would work, even though the white one malfunctions a lot.",,0.918,0.918,34.718,1,16,0,73,1,1,,1,1,,2,26,1,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,42.79499817,-71.2256012,-1
R_QgNTa7kyxjQHHEJ,Default Response Set,Anonymous,,,152.27.28.182,0,1/20/2017 11:44,1/20/2017 11:47,1,1,1,1,1,0,0,59.157,0,"Professor Smith could have found another pencil and not needed one from the machine, if this were to happen there would be 1 pencil remaining for the student.",,,20.708,20.708,51.967,1,19,0,0,1,1,,1,1,,1,32,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,34.57139587,-78.75659943,-1
R_1gBYmtHfzaMNr9Z,Default Response Set,Anonymous,,,50.193.178.82,0,1/20/2017 11:43,1/20/2017 11:47,1,1,1,1,1,0,0,98.498,0,,Possibly there were no more pencils in the slot that produces the pencils with the red lever. Another problem could have been that the pencil got stuck somewhere in the machine.,,13.455,13.455,92.36,1,17,0,0,1,1,,1,1,,2,52,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,35.92790222,-84.08519745,-1
R_3QMdx37Jq1LOOFU,Default Response Set,Anonymous,,,71.10.92.46,0,1/20/2017 11:43,1/20/2017 11:48,1,1,1,1,1,1.914,11.362,44.865,3,,"If the red lever would have not functioned it would have one pencil still in the machine for a student. However, that would only leave one type of lever to produce a pencil. The professor would have required a pencil still though so there would be a conundrum for the department. The issue at hand would either present a pencil to the professor or to the student. I would say the student gets the last pencil. ",,6.936,17.639,137.702,2,17,0,0,1,1,,1,1,,1,35,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,45.395401,-93.75930023,-1
R_3qDnnIRcdHZ9TsX,Default Response Set,Anonymous,,,107.50.130.37,0,1/20/2017 11:45,1/20/2017 11:49,1,1,1,1,1,0,0,55.956,0,There would have been one pencil left. That pencil would have been useful for the student who came after them.,,,12.625,48.611,52.768,2,18,0,0,1,1,,1,1,,1,26,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,41.40159607,-82.73100281,-1
R_3LdU2bQ7YU5RYcC,Default Response Set,Anonymous,,,173.80.96.139,0,1/20/2017 11:44,1/20/2017 11:49,1,1,1,1,1,2.363,50.053,50.996,30,,,"There was a broken machine in a university that dispensed erasers and pencils. A professor and his assistant both take a pencils, the last two in the machine, leaving no more for the student who comes by soon after.",4.703,155.791,156.478,24,,0,0,1,1,,1,1,,1,34,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,38.24169922,-81.58319855,-1
R_325Q2m129optVD9,Default Response Set,Anonymous,,,198.8.80.3,0,1/20/2017 11:42,1/20/2017 11:49,1,1,1,1,1,0,0,110.878,0,,The red lever could have not produced a pencil if there was none left to produce. If the lever had not produced a pencil then maybe the teacher could have reported it and had the machine refilled.,,97.744,97.744,192.3,1,17,10,0,1,1,,1,1,,1,28,1,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,34.0493927,-118.2640991,-1
R_SGXK79q2a6WXri1,Default Response Set,Anonymous,,,172.98.87.114,0,1/20/2017 11:39,1/20/2017 11:49,1,1,1,1,1,1.126,3.91,5.519,2,If Professor Smith would not taken a pencil from vending machine one student can take pencils for the test and there is no more problem. ,,,4.737,22.705,220.644,14,17,80,80,1,1,,1,1,,1,24,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,33.7480011,-84.38580322,-1
R_2YK6rS0TY9RTneY,Default Response Set,Anonymous,,,73.215.190.27,0,1/20/2017 11:49,1/20/2017 11:50,1,1,1,1,1,0,0,0.978,0,professor smith could have brought his own pencil. its just that simple. i always have several,,,1.09,1.09,21.581,1,18,35,62,,1,,1,,,1,24,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,39.63969421,-74.97380066,-1
R_bOYh1uaixRwhhZL,Default Response Set,Anonymous,,,73.228.181.231,0,1/20/2017 11:38,1/20/2017 11:50,1,1,1,1,1,4.05,15.028,138.318,3,,,"A small University department wanted to track supplies and attempted to do this by installing a vending machine.  The vending machine was faulty and was actually breaking supplies (pencils) when the white lever was  pulled.  All in all, it didn't help the department as it ruined supplies and caused a student in need of a pencil for a test not to have one available.",4.042,216.791,223.668,10,,0,0,1,1,1,1,1,,2,52,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,44.83129883,-93.2779007,-1
R_1C9i6S1esreISGQ,Default Response Set,Anonymous,,,73.141.79.129,0,1/20/2017 11:48,1/20/2017 11:50,1,1,1,1,1,0,0,23.74,0,"The vending machine could have malfunctioned and broke the pencil. In that case, both the professor and the student after him would be without writing utensils.",,,13.476,13.476,44.129,1,17,30,0,1,1,,1,1,,2,26,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,39.93589783,-75.15339661,-1
R_A51JXm4d1AUhziN,Default Response Set,Anonymous,,,73.20.9.117,0,1/20/2017 11:41,1/20/2017 11:50,1,1,1,1,1,0,0,123.349,0,"The professor may have decided that he could delay getting a pencil from the machine because he probably has one or two at his desk. He also decides that students may have a greater need for a pencil from the machine than he. He also decides that he just cannot take the last pencil, thinking someone may come along later and desperately need one. Therefore, the desperate student would have the needed pencil.",,,26.282,95.961,220.907,2,19,61,0,1,1,,1,1,,2,61,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,40.49819946,-111.8435974,-1
R_2ZPsExqJrf3BWfb,Default Response Set,Anonymous,,,173.218.19.153,0,1/20/2017 11:45,1/20/2017 11:50,1,1,1,1,1,67.301,67.301,88.811,1,,If the red lever had not produced a pencil there would still be one left for the following student who desperately needs one for a test.,,59.62,59.895,83.908,3,18,0,0,1,1,,1,,,2,30,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,35.88639832,-90.64250183,-1
R_1H2xyDg22iMmznK,Default Response Set,Anonymous,,,172.76.147.222,0,1/20/2017 11:47,1/20/2017 11:51,1,1,1,1,1,0,0,101.073,0,,"The red lever could have just been there for decoration. If the red lever had not produced a apencil, I would imagine that the professor would have pulled a different lever that worked.",,10.056,73.505,77.568,7,17,0,0,1,1,,1,,,1,41,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,36.0480957,-85.01979828,-1
R_3KwNzTetlJacbl0,Default Response Set,Anonymous,,,64.132.188.253,0,1/20/2017 11:43,1/20/2017 11:51,1,1,1,1,1,0,0,184.461,0,,"If the red lever had malfunctioned by not producing a pencil, there would have been 2 pencils remaining in the vending machine. The white lever could have been pulled instead.",,129.705,157.159,227.306,3,16,0,0,1,1,,1,1,,2,35,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,29.74189758,-95.56430054,-1
R_111kv3Jeb65b1go,Default Response Set,Anonymous,,,73.198.67.155,0,1/20/2017 11:46,1/20/2017 11:51,1,1,1,1,1,0,0,101.59,0,,,"Professor Smith and an administrative assistant both needed a pencil, they both went to the vending machine at the same time, pulled a lever and got the last two pencils. Then a student needed a pencil but there weren't any in the machine.",7.743,93.086,99.406,4,,1,1,1,1,,1,1,,2,41,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,40.86689758,-74.8219986,-1
R_3M0atwxVQjqJfhh,Default Response Set,Anonymous,,,71.6.32.162,0,1/20/2017 11:46,1/20/2017 11:52,1,1,1,1,1,31.065,72.486,73.044,10,,The professors could have pulled different levers producing different results.  Also someone from facilities could have been alerted so the problem could be fixed. ,,13.589,13.589,182.845,1,17,0,20,1,1,,1,,,1,33,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,37.72489929,-122.1560974,-1
R_2EuRxZVJ3q9uW1T,Default Response Set,Anonymous,,,98.165.51.239,0,1/20/2017 11:48,1/20/2017 11:52,1,1,1,1,1,0,0,57.891,0,,,Levers dispense pencils and erasers / White lever= erasers / Black and blue = pencils /  / Eraser button malfunctions frequently. Mr smith gets a pencil while someone else simultaneously pulls lever they each receive 2 unbroken pencils. Leaves no pencils for remaining students.,7.024,7.024,112.77,1,,0,0,1,1,,1,1,,2,30,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,33.6309967,-112.0939026,-1
R_2qrccueJZEynfQW,Default Response Set,Anonymous,,,162.202.193.65,0,1/20/2017 11:47,1/20/2017 11:52,1,1,1,1,1,0,0,1.118,0,,,,1.568,32.164,39.769,2,17,,,1,,,1,,,1,23,1,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,25.89050293,-80.33529663,-1
R_3QGiZqrufCJVKC9,Default Response Set,Anonymous,,,107.143.169.148,0,1/20/2017 11:51,1/20/2017 11:54,1,1,1,1,1,0,0,60.004,0,,if the red lever did not produce a pencil then maybe there would have been one left for the student to use. / it whole situation was pretty vague,,13.854,15.095,46.205,2,17,6,20,1,1,,1,1,,1,27,1,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,27.83929443,-97.60040283,-1
